name,primary_category,country_code,funding_total_usd,funding_rounds,status,failed,startup_age_years,founded_year
Salon Media Group,E-Commerce,USA,25506379.0,1,ipo,0,31.0,1995.0
Salonmeister,Beauty,DEU,407902.0,2,acquired,0,14.0,2012.0
Salorix,Advertising,USA,3502000.0,2,closed,1,2.0,2009.0
Salsa Bear Studios,Console Gaming,USA,525031.0,3,operating,0,12.0,2014.0
Salsa Labs,CRM,USA,12000000.0,3,operating,0,17.0,2009.0
Salsify,Software,USA,24600000.0,2,operating,0,14.0,2012.0
saltDNA,Chat,GBR,3000000.0,1,operating,0,13.0,2013.0
Saltlick Labs,Android,USA,15000.0,1,closed,1,0.0,2008.0
Saltside Technologies,Online Shopping,SWE,65000000.0,2,operating,0,15.0,2011.0
SaltStack,Apps,USA,685000.0,1,operating,0,15.0,2011.0
saltyfeet media,Public Relations,USA,110000.0,1,operating,0,12.0,2014.0
Salucro Healthcare Solutions,Biotechnology,USA,567605.0,1,operating,0,22.0,2004.0
Saluda Medical,Health and Wellness,AUS,10000000.0,1,operating,0,13.0,2013.0
"Salus Novus, Inc.",Big Data Analytics,USA,750000.0,2,operating,0,17.0,2009.0
Salus Security Devices,Information Technology,USA,327543.0,1,operating,0,18.0,2008.0
Saluspot,Health and Wellness,ESP,1470436.0,2,acquired,0,15.0,2011.0
Salveo Specialty Pharmacy,Biotechnology,USA,19250000.0,2,acquired,0,15.0,2011.0
Salviol,Big Data,GBR,7167668.0,1,operating,0,17.0,2009.0
Samanage,Corporate IT,USA,24000000.0,3,operating,0,19.0,2007.0
Samanta Shoes,Fashion,USA,100000.0,1,operating,0,22.0,2004.0
Samasource,Crowdsourcing,USA,1507200.0,12,operating,0,18.0,2008.0
Samatoa,Fashion,KHM,30000.0,1,operating,0,23.0,2003.0
Samba.me,Messaging,ISR,1630000.0,2,operating,0,13.0,2013.0
Samba Ads,Advertising,BRA,1500000.0,2,operating,0,14.0,2012.0
Samba Networks,Apps,GBR,1806000.0,3,operating,0,13.0,2013.0
Samba Tech,Advertising,BRA,3000000.0,1,operating,0,22.0,2004.0
SambaSafety,Public Safety,USA,16399999.0,1,operating,0,38.0,1988.0
Samba TV,Advertising,USA,8163000.0,3,operating,0,18.0,2008.0
Sambazon,E-Commerce,USA,24711702.0,5,operating,0,26.0,2000.0
SameDay Security,Health and Wellness,USA,5411024.0,1,operating,0,35.0,1991.0
SameGrain,Apps,USA,1125000.0,3,operating,0,15.0,2011.0
"Samesurf, Inc.",Enterprise Software,USA,1850000.0,3,operating,0,17.0,2009.0
Samfind,Browser Extensions,USA,125000.0,1,operating,0,18.0,2008.0
SAMI Health,Biotechnology,USA,143578.0,1,operating,0,17.0,2009.0
Samlino.dk,Price Comparison,DNK,200000.0,1,operating,0,13.0,2013.0
Sammy's great American bar,Entertainment,USA,2000.0,1,operating,0,35.0,1991.0
Sampa,Curated Web,USA,1310000.0,2,closed,1,3.0,2005.0
SampleOn Inc,General Public Worldwide,Unknown,500000.0,1,operating,0,19.0,2007.0
Sampler,Facebook Applications,Unknown,1645000.0,2,operating,0,13.0,2013.0
Samplify Systems,Semiconductors,USA,23000000.0,6,operating,0,20.0,2006.0
Samsara,Distribution,KOR,98142.0,1,operating,0,14.0,2012.0
Samsara,Sensors,USA,25000000.0,1,operating,0,11.0,2015.0
Samsride,Technology,USA,25000.0,1,operating,0,12.0,2014.0
Samtec,Hardware + Software,USA,654600.0,1,operating,0,50.0,1976.0
SamyRoad,Brand Marketing,USA,1200000.0,1,operating,0,13.0,2013.0
San Diego Bus & Auto Repair,Transportation,USA,15000.0,1,operating,0,25.0,2001.0
Sana Security,Security,USA,22000000.0,2,acquired,0,26.0,2000.0
Sanako,Digital Media,FIN,7800000.0,1,operating,0,23.0,2003.0
Sanarus Medical,Health Care,USA,47920000.0,3,operating,0,27.0,1999.0
Sancilio and Company,Health Care,Unknown,22250000.0,3,operating,0,22.0,2004.0
Sand 9,Mobile,USA,116568047.0,11,closed,1,7.0,2007.0
Sand Sign,Gift Card,BRA,25000.0,1,operating,0,15.0,2011.0
Sandag,Consulting,USA,14000000.0,1,operating,0,60.0,1966.0
Sandboxr,3D Printing,USA,50500.0,1,operating,0,15.0,2011.0
Sandboxx,Social Media,USA,1000000.0,1,operating,0,14.0,2012.0
Sandbridge Technologies,Industrial,USA,42000000.0,2,operating,0,26.0,2000.0
SandForce,Enterprise Software,USA,46000000.0,4,acquired,0,20.0,2006.0
Sandglaz,Finance,CAN,600000.0,2,operating,0,15.0,2011.0
Sandlapper Securities,Financial Services,USA,4600000.0,1,operating,0,21.0,2005.0
Sandlot Solutions,Software,USA,23300000.0,1,operating,0,20.0,2006.0
Sandstone Diagnostics,Diagnostics,USA,2605000.0,4,operating,0,14.0,2012.0
Sandvine,Cable,CAN,33000000.0,1,ipo,0,25.0,2001.0
Sandwell Community Caring Trust (SCCT),Nonprofits,GBR,6515581.0,1,operating,0,29.0,1997.0
Sandy Bottom Drink,Specialty Foods,USA,10000.0,1,operating,0,17.0,2009.0
Sanergy,Clean Energy,KEN,300000.0,3,operating,0,16.0,2010.0
SanFranSEO,Public Relations,USA,200000.0,1,operating,0,12.0,2014.0
Sangamo BioSciences,Biotechnology,USA,74200000.0,1,ipo,0,31.0,1995.0
Sanghvi,Real Estate,IND,10000000.0,1,operating,0,16.0,2010.0
Sangon Biotech,Biotechnology,CHN,6200000.0,1,operating,0,23.0,2003.0
Sanguine,Biotechnology,USA,6000000.0,3,operating,0,16.0,2010.0
SANIFIT,Biotechnology,ESP,40834314.0,1,operating,0,23.0,2003.0
Sankaty Learning Ventures,EdTech,Unknown,75000.0,1,operating,0,16.0,2010.0
Sankofa Community Development Corporation,Nonprofits,Unknown,150000.0,1,operating,0,18.0,2008.0
Sano,Analytics,USA,10270000.0,3,operating,0,15.0,2011.0
Sanovas,Biotechnology,USA,9165521.0,4,operating,0,16.0,2010.0
Sanovation,Health and Wellness,CHE,385000.0,1,operating,0,15.0,2011.0
Sanovi Technologies,Software,USA,6100000.0,1,operating,0,24.0,2002.0
Sanovia Corporation,Software,USA,17100000.0,4,acquired,0,23.0,2003.0
SANpulse Technologies,Web Hosting,USA,8069952.0,2,operating,0,21.0,2005.0
Sansa Security,Security,ISR,10000000.0,1,acquired,0,26.0,2000.0
Sansan,Business Services,JPN,20100000.0,5,operating,0,19.0,2007.0
Sanswire,Hardware + Software,USA,1225000.0,2,ipo,0,24.0,2002.0
Santa Maria Biotherapeutics,Biotechnology,USA,6311156.0,1,operating,0,14.0,2012.0
Santa Rosa Consulting,Consulting,USA,35000000.0,2,operating,0,19.0,2007.0
Santaris Pharma,Biotechnology,DNK,42000735.31214,2,acquired,0,23.0,2003.0
Santaro Interactive Entertainment (STIE),Software,CHN,2020000.0,2,operating,0,20.0,2006.0
SanteVet,Health and Insurance,FRA,12327835.0,1,closed,1,8.0,2003.0
Santhera Pharmaceuticals Holding,Biotechnology,CHE,44566724.0,3,ipo,0,22.0,2004.0
SanTásti,Consumer Goods,USA,466035.0,3,operating,0,18.0,2008.0
Santur Corporation,Hardware + Software,USA,56100000.0,3,acquired,0,26.0,2000.0
Sanwu Internet Technology,Web Hosting,Unknown,129366.0,1,operating,0,22.0,2004.0
SAP,Enterprise Software,DEU,2000000.0,1,ipo,0,54.0,1972.0
Sapato.ru,E-Commerce,RUS,20000000.0,3,acquired,0,16.0,2010.0
saperatec,Clean Technology,DEU,5647230.0,2,operating,0,16.0,2010.0
Sapheon,Health Care,USA,35771750.0,6,acquired,0,19.0,2007.0
Saphlux,Manufacturing,USA,200000.0,1,operating,0,12.0,2014.0
Sapho,App Marketing,USA,3000000.0,2,operating,0,12.0,2014.0
Sapience Analytics Private Limited,Human Resources,IND,8148255.0,2,operating,0,17.0,2009.0
Sapiens,Health Care,DEU,55004618.0,3,acquired,0,15.0,2011.0
Sapient,Consulting,USA,25765820.0,2,acquired,0,36.0,1990.0
Sapio Systems ApS,Software,DNK,1040000.0,2,operating,0,22.0,2004.0
Sapling Learning,EdTech,USA,2500000.0,1,operating,0,21.0,2005.0
Saplo,Analytics,SWE,840000.0,3,acquired,0,18.0,2008.0
Sara Campbell,E-Commerce,USA,550000.0,1,operating,0,41.0,1985.0
Saranas,Health Care,USA,7000000.0,5,operating,0,15.0,2011.0
Sarasota Medical Products,Manufacturing,USA,150050.0,1,operating,0,16.0,2010.0
Sarbari,Restaurants,USA,2125000.0,1,operating,0,17.0,2009.0
SARcode Bioscience,Biotechnology,USA,98000000.0,3,acquired,0,20.0,2006.0
Sarenza,Brand Marketing,FRA,100617300.0,1,operating,0,21.0,2005.0
Sarnova,Health and Wellness,USA,10500000.0,2,operating,0,18.0,2008.0
Sarsys,Open Source,Unknown,10000.0,1,closed,1,6.0,2004.0
Sarta,Fashion,COL,205197.0,2,operating,0,14.0,2012.0
Sarvi Solutions,Digital Media,IND,3852.0,1,operating,0,14.0,2012.0
Sarvint Technologies,Medical Devices,USA,6000000.0,1,operating,0,12.0,2014.0
Sascafs,Application Platforms,BGD,50000.0,1,operating,0,12.0,2014.0
Saset Healthcare,Health Care,CYM,6250000.0,2,operating,0,21.0,2005.0
Sasets.com,Civil Engineers,GBR,126857.0,1,operating,0,14.0,2012.0
Sassor,Clean Energy,JPN,25000.0,3,operating,0,16.0,2010.0
Satago,Accounting,GBR,1046553.0,2,operating,0,14.0,2012.0
Satellier,Consulting,Unknown,10000000.0,1,closed,1,7.0,2000.0
Satiety,Health Care,USA,62800000.0,3,closed,1,9.0,2000.0
Get Satisfaction,Curated Web,USA,20850000.0,5,acquired,0,19.0,2007.0
Satispay,Mobile Payments,ITA,11220000.0,4,operating,0,13.0,2013.0
Satmetrix,Loyalty Programs,USA,50800000.0,10,operating,0,29.0,1997.0
Satmex,Public Relations,MEX,96250000.0,1,acquired,0,29.0,1997.0
SatNav Technologies,Public Transportation,IND,7000000.0,1,closed,1,4.0,2004.0
Satori Pharmaceuticals,Health Care,USA,47315000.0,5,closed,1,7.0,2005.0
Satoshi Citadel Industries,Bitcoin,PHL,100000.0,1,operating,0,12.0,2014.0
SatoshiPay,Bitcoin,GBR,243575.388032866,2,operating,0,12.0,2014.0
Sattviko,Food Processing,IND,320000.0,1,operating,0,13.0,2013.0
Satvacart,All Markets,IND,1823847.0,2,operating,0,12.0,2014.0
Satya Inti Dharma,E-Commerce,IDN,1200.0,1,operating,0,13.0,2013.0
Satya Media Group,Telecommunications,USA,1047500.0,2,operating,0,13.0,2013.0
Sauce Labs,Enterprise Software,USA,31000000.0,4,operating,0,18.0,2008.0
Saucey,Content Delivery,USA,4500000.0,1,operating,0,13.0,2013.0
Saunders Solutions,Consulting,GBR,100.0,1,operating,0,13.0,2013.0
Saut Media,Ad Targeting,USA,12000000.0,2,operating,0,13.0,2013.0
Sava Transmedia,Social Games,CAN,3152231.0,1,operating,0,15.0,2011.0
Savaari Car Rentals,Public Transportation,IND,28000000.0,2,operating,0,20.0,2006.0
Savage Beast Technologies,Music,USA,7700000.0,1,closed,1,4.0,2000.0
Savage IO,Hardware + Software,USA,587500.0,2,operating,0,16.0,2010.0
SavaJe Technologies,Software,USA,101650000.0,4,acquired,0,27.0,1999.0
Savalanche,Advertising,FIN,764976.0,2,operating,0,17.0,2009.0
Savantis Systems,Databases,USA,12000000.0,1,operating,0,26.0,2000.0
Save,Services,FRA,16700000.0,1,operating,0,13.0,2013.0
Save On Medical,E-Commerce,USA,250000.0,1,operating,0,16.0,2010.0
Savedaily,Finance,USA,15000000.0,1,operating,0,27.0,1999.0
SavedPlus Inc,Finance,USA,250000.0,2,operating,0,14.0,2012.0
SaveFans!,Concerts,USA,500000.0,1,acquired,0,18.0,2008.0
Savelli,Mobile,CHE,7700000.0,2,operating,0,16.0,2010.0
SaveMeeting,Audio,ESP,160374.0,1,operating,0,16.0,2010.0
SaveOhno.org,Games,USA,7781.0,1,operating,0,12.0,2014.0
SaveOnEnergy.com,Clean Technology,USA,2400000.0,1,operating,0,23.0,2003.0
SaveUp,Finance,USA,7000000.0,2,operating,0,15.0,2011.0
Savi Technology,Analytics,USA,15006088.0,1,operating,0,37.0,1989.0
Saviant Consulting,Big Data Analytics,USA,250000.0,1,operating,0,14.0,2012.0
Savil.me,E-Commerce,USA,350000.0,2,operating,0,14.0,2012.0
SavingGlobal,Finance,Unknown,31986497.0,2,operating,0,13.0,2013.0
Savings.com,Coupons,USA,10000000.0,4,operating,0,19.0,2007.0
Savingspoint Corporation,Software,USA,210000.0,1,operating,0,16.0,2010.0
SavingStar,Advertising,USA,32400000.0,5,operating,0,16.0,2010.0
Savioke,Innovation Management,USA,2000000.0,1,operating,0,13.0,2013.0
Savision,Business Services,USA,600314.0,1,operating,0,20.0,2006.0
SAVO,Software,USA,79000000.0,5,operating,0,27.0,1999.0
Savored,Hospitality,USA,3750000.0,2,acquired,0,16.0,2010.0
SavorSearch,SaaS,USA,28000.0,1,operating,0,11.0,2015.0
SAVORTEX,Environmental Innovation,GBR,2458714.0,1,operating,0,20.0,2006.0
Savoy Pharmaceuticals,Health Care,USA,2500000.0,1,operating,0,22.0,2004.0
Savvion,Business Development,USA,21700000.0,1,acquired,0,32.0,1994.0
Savvy Cellar Wines,E-Commerce,USA,300000.0,1,operating,0,21.0,2005.0
Savvy.is,Education,Unknown,1700000.0,1,operating,0,12.0,2014.0
SavvySource for Parents,Software,USA,5135754.0,1,operating,0,21.0,2005.0
SavvyCard,Software,USA,2000000.0,3,operating,0,16.0,2010.0
SavvySystems,Social Media,Unknown,130000.0,1,operating,0,13.0,2013.0
SavySwap,Collaborative Consumption,USA,20000.0,1,operating,0,14.0,2012.0
Sawerly,Marketplaces,SAU,211000.0,1,operating,0,13.0,2013.0
Sawtooth Ideas,E-Commerce,USA,200000.0,1,operating,0,15.0,2011.0
Say-Hey,Messaging,USA,95000.0,1,closed,1,0.0,2009.0
Say2me,Events,BRA,35000.0,1,operating,0,14.0,2012.0
Sayah,Software,USA,275000.0,1,operating,0,14.0,2012.0
Sayduck,3D,FIN,1477282.0,4,operating,0,14.0,2012.0
Saygent,Analytics,USA,2000000.0,2,operating,0,17.0,2009.0
Saygus,Hardware + Software,USA,1312000.0,1,operating,0,17.0,2009.0
SayHello LLC,Chat,Unknown,300000.0,1,operating,0,14.0,2012.0
Saylent Technologies,Analytics,USA,2000000.0,2,operating,0,20.0,2006.0
SAY Media,Advertising,USA,54000000.0,5,operating,0,21.0,2005.0
SayNow,Messaging,USA,7510000.0,2,acquired,0,21.0,2005.0
SaySwap,E-Commerce,USA,550000.0,2,closed,1,0.0,2007.0
SayYeah,Media,MEX,30000.0,1,operating,0,13.0,2013.0
Sazneo,Messaging,GBR,350000.0,2,acquired,0,17.0,2009.0
Sazze,Advertising,USA,390000.0,2,operating,0,19.0,2007.0
SBA Bank Loans,Politics,Unknown,165000.0,2,operating,0,20.0,2006.0
SBA Materials,Electronics,USA,29872425.0,7,operating,0,25.0,2001.0
SBNation,Curated Web,USA,33999999.0,1,operating,0,23.0,2003.0
SBR Health,Health and Wellness,USA,1670000.0,1,operating,0,16.0,2010.0
SCADA Access,Mobile,USA,250000.0,1,operating,0,14.0,2012.0
Scaffold,Bridging Online and Offline,USA,450000.0,2,closed,1,1.0,2011.0
Scalable Capital,Financial Services,Unknown,4446931.43202309,1,operating,0,12.0,2014.0
Scalable Display Technologies,Design,USA,449061.0,1,operating,0,22.0,2004.0
Scalable Informatics,Information Technology,USA,300000.0,1,operating,0,24.0,2002.0
Scalable Systems Research Labs,Semiconductors,USA,375000.0,1,operating,0,15.0,2011.0
OneSpace,Crowdsourcing,USA,12500000.0,1,operating,0,16.0,2010.0
Scalado,Software,SWE,656000.0,1,acquired,0,26.0,2000.0
Scale Computing,Enterprise Software,USA,61000000.0,7,operating,0,20.0,2006.0
ScaleArc,Analytics,USA,23710000.0,3,operating,0,17.0,2009.0
ScaleBase,Analytics,USA,10500000.0,1,operating,0,16.0,2010.0
Scaled Inference,Artificial Intelligence,USA,13600000.0,2,operating,0,12.0,2014.0
ScaleDB,Cloud Computing,USA,2100000.0,1,operating,0,21.0,2005.0
Scaleform,Software,USA,2000000.0,2,acquired,0,22.0,2004.0
ScaleFT,Cloud Computing,USA,800000.0,1,operating,0,11.0,2015.0
ScaleIO,Software,USA,12000000.0,3,acquired,0,15.0,2011.0
ScaleMP,Software,USA,8000000.0,1,operating,0,17.0,2009.0
Scalent Systems,Cloud Computing,USA,26991390.0,2,acquired,0,23.0,2003.0
Scaleogy,Advertising,GBR,50000.0,1,operating,0,14.0,2012.0
ScaleXtreme BOUGHT BY CITRIX,Enterprise Software,USA,13000000.0,2,operating,0,16.0,2010.0
Scali,Software,USA,9116657.0,2,acquired,0,29.0,1997.0
ScalIT,Enterprise Software,USA,30000.0,1,operating,0,14.0,2012.0
Scality,Cloud Data Services,USA,80000000.0,5,operating,0,17.0,2009.0
Scalock,Cyber Security,ISR,4000000.0,1,operating,0,11.0,2015.0
Scalus,Collaboration,USA,10000000.0,1,operating,0,12.0,2014.0
Scalyr,Analytics,USA,2100000.0,1,operating,0,15.0,2011.0
Scan,Software,USA,15200000.0,3,acquired,0,15.0,2011.0
Scanadu,Health Care,USA,49660000.0,4,operating,0,15.0,2011.0
Scanalytics Inc.,Analytics,USA,520000.0,4,operating,0,13.0,2013.0
Scanbuy,Advertising,USA,31862082.0,7,operating,0,26.0,2000.0
ScanCafe,Curated Web,USA,4000000.0,1,operating,0,20.0,2006.0
ScanDigital,Games,USA,350000.0,1,operating,0,19.0,2007.0
Scandit,Android,CHE,5500000.0,1,operating,0,17.0,2009.0
Scandlines,Cars,DEU,212289000.0,1,operating,0,28.0,1998.0
Scanâ€¢Jour,Enterprise Software,DNK,4820000.0,1,operating,0,43.0,1983.0
Scannibal,Loyalty Programs,USA,20000.0,2,operating,0,11.0,2015.0
Scanntech,Business Services,URY,10000000.0,1,operating,0,34.0,1992.0
Scannx,Software,USA,100000.0,1,operating,0,16.0,2010.0
scanR,Mobile,USA,14200000.0,2,closed,1,4.0,2005.0
ScanSafe,Information Security,JPN,28500000.0,2,acquired,0,22.0,2004.0
ScanScout,Advertising,USA,17500000.0,5,acquired,0,21.0,2005.0
ScanSocial,News,Unknown,1000.0,1,closed,1,0.0,2010.0
ScanTrust,Internet of Things,CHE,2500000.0,2,operating,0,12.0,2014.0
Scaramouche & Fandango,Consumer Goods,GBR,256458.0,1,operating,0,14.0,2012.0
Scards,Cloud Computing,Unknown,150000.0,1,operating,0,14.0,2012.0
Scarosso,Fashion,Unknown,11000000.0,2,operating,0,16.0,2010.0
Scary Mommy,Social Media,Unknown,116517.0,1,operating,0,18.0,2008.0
Scatter Lab,Software,KOR,180156.0,1,operating,0,15.0,2011.0
"Scayl, Inc.",Messaging,USA,1020000.0,4,operating,0,19.0,2007.0
SCC Eagle,Education,USA,125000.0,2,operating,0,11.0,2015.0
SceneChat,Advertising,USA,250000.0,1,closed,1,2.0,2009.0
SceneDoc,Enterprise Software,CAN,5950000.0,3,operating,0,15.0,2011.0
SceneShot,Colleges,USA,100000.0,1,operating,0,14.0,2012.0
Scent Sciences,Hardware + Software,USA,467600.0,1,operating,0,16.0,2010.0
ScentAir,Manufacturing,USA,7966863.0,4,operating,0,32.0,1994.0
Scentbird,Beauty,USA,1040000.0,2,operating,0,12.0,2014.0
Scentric,Computers,Unknown,23000000.0,8,acquired,0,22.0,2004.0
SCHEDit,Curated Web,Unknown,300000.0,1,closed,1,0.0,2011.0
SchedJoules,Content,NLD,200000.0,2,operating,0,16.0,2010.0
Schedule it,Banking,USA,15000.0,1,operating,0,13.0,2013.0
Schedule Savvy,Curated Web,USA,150000.0,2,operating,0,12.0,2014.0
ScheduleSoft,Software,USA,590208.0,1,operating,0,30.0,1996.0
ScheduleThing,Curated Web,USA,250000.0,1,operating,0,17.0,2009.0
Schedulicity,Curated Web,USA,7700000.0,1,operating,0,17.0,2009.0
SchemaLogic,Enterprise Software,USA,18687288.0,3,acquired,0,25.0,2001.0
Schematic Labs,Games,USA,5675000.0,4,acquired,0,16.0,2010.0
Schlep,Collaborative Consumption,USA,263000.0,1,operating,0,13.0,2013.0
Schmoozer,Events,USA,2500.0,1,operating,0,12.0,2014.0
Scholar Rock,Biotechnology,USA,20000000.0,1,operating,0,14.0,2012.0
Scholaroo,E-Commerce,USA,40000.0,1,operating,0,14.0,2012.0
ScholarPRO,Search,USA,1065000.0,3,closed,1,1.0,2011.0
Scholasphere,Apps,Unknown,20000.0,1,operating,0,13.0,2013.0
Scholly,Education,USA,40000.0,1,operating,0,13.0,2013.0
Scholrly,Education,USA,50000.0,1,operating,0,15.0,2011.0
School Admissions,Education,IND,50000.0,1,operating,0,14.0,2012.0
School Innovations & Achievement,Education,USA,5000000.0,1,operating,0,23.0,2003.0
School of Everything,Education,GBR,693874.0,1,operating,0,19.0,2007.0
School of Rock,Music,USA,8500000.0,2,operating,0,28.0,1998.0
School Places,Education,Unknown,1874221.0,2,operating,0,13.0,2013.0
School Yourself,Education,USA,290000.0,5,operating,0,14.0,2012.0
SchoolChapters,Education,USA,3212510.0,3,operating,0,17.0,2009.0
SchoolControl,All Students,MEX,176298.0,3,operating,0,15.0,2011.0
Schoolflow,Education,Unknown,50000.0,1,operating,0,12.0,2014.0
Schoolfy,Education,USA,250000.0,1,operating,0,15.0,2011.0
SchoolMint,Communications Infrastructure,USA,8393326.0,3,operating,0,13.0,2013.0
Schoolnet,Education,USA,44500000.0,3,acquired,0,28.0,1998.0
Schoology,Education,USA,57100000.0,6,operating,0,17.0,2009.0
SchoolOut,Curated Web,Unknown,3000000.0,1,operating,0,17.0,2009.0
Schoolrunner,Analytics,USA,1500000.0,1,operating,0,14.0,2012.0
SchoolStatus,Big Data,USA,2000000.0,1,operating,0,14.0,2012.0
SchoolTube,All Students,USA,3050000.0,1,operating,0,19.0,2007.0
Schoolwires,Education,USA,12000000.0,1,acquired,0,26.0,2000.0
Schooner Information Technology,Databases,USA,35000000.0,2,acquired,0,19.0,2007.0
Schoooools.com,Education,PRT,40000.0,1,operating,0,18.0,2008.0
schoox,Curated Web,USA,3940000.0,2,operating,0,16.0,2010.0
Schrodinger,Biotechnology,USA,52000000.0,3,operating,0,36.0,1990.0
SCI Marketview,Software,TUR,12000000.0,1,operating,0,32.0,1994.0
SciAps,Hardware + Software,USA,9100000.0,4,operating,0,14.0,2012.0
Scicasts,Analytics,GBR,250000.0,1,operating,0,14.0,2012.0
Science,Finance,USA,60000000.0,3,operating,0,15.0,2011.0
Science Behind Sweat,Analytics,USA,50000.0,1,operating,0,15.0,2011.0
Science Exchange,Consulting,USA,5500000.0,3,operating,0,15.0,2011.0
Science Fantasy,Education,ESP,265064.0,1,operating,0,17.0,2009.0
ScienceLogic,Software,USA,84000000.0,4,operating,0,23.0,2003.0
Meta,Artificial Intelligence,CAN,10000000.0,2,operating,0,16.0,2010.0
Scientia Consulting Group,Consulting,GRC,680485.0,1,operating,0,16.0,2010.0
Scientific Digital Imaging (SDI),Digital Media,GBR,1287963.0,1,operating,0,19.0,2007.0
Scientific Intake,Health Care,USA,5316630.0,4,operating,0,23.0,2003.0
Scientific Media,Messaging,USA,1200000.0,1,operating,0,19.0,2007.0
Scientific Revenue,Big Data,USA,2500000.0,1,operating,0,13.0,2013.0
Scifiniti,Clean Technology,USA,26523862.0,4,operating,0,19.0,2007.0
SciFluor Life Sciences,Biotechnology,USA,35000000.0,2,operating,0,15.0,2011.0
SciGit,Life Sciences,Unknown,47619.0,1,operating,0,14.0,2012.0
Scilex Pharmaceuticals,Pharmaceuticals,USA,7000000.0,2,operating,0,13.0,2013.0
Scimetrika,Health and Wellness,USA,40000000.0,1,operating,0,25.0,2001.0
Scintella Solutions,Enterprise Software,USA,10000.0,1,operating,0,18.0,2008.0
Scintera Networks,Semiconductors,USA,25035451.0,4,acquired,0,25.0,2001.0
SCIO Health Analytics,Analytics,USA,15929754.0,2,operating,0,19.0,2007.0
Scioderm,Biotechnology,USA,37000000.0,3,acquired,0,14.0,2012.0
Scion Cardio Vascular,Health and Wellness,USA,200000.0,1,closed,1,15.0,1996.0
Sciona,Biotechnology,USA,13300000.0,2,operating,0,26.0,2000.0
Scirra,Apps,GBR,35000.0,1,operating,0,15.0,2011.0
Scivantage,Finance,USA,59700000.0,5,operating,0,26.0,2000.0
Sckipio Technologies,Semiconductors,ISR,27000000.0,3,operating,0,14.0,2012.0
SCL Elements acquired by Schneider Electric,Mobile,CAN,2150000.0,1,operating,0,17.0,2009.0
Scloby,Developer APIs,ITA,385375.0,2,operating,0,13.0,2013.0
Scodix,Hardware + Software,ISR,19000000.0,2,operating,0,19.0,2007.0
scoo mobility,Transportation,DEU,66991.0,1,operating,0,12.0,2014.0
Scoop.it,Content Discovery,USA,11000000.0,2,operating,0,16.0,2010.0
Scoopinion,Analytics,FIN,330000.0,1,operating,0,15.0,2011.0
"Scoopler, Inc.",Internet,Unknown,1020000.0,2,closed,1,1.0,2008.0
Scoopshot,Crowdsourcing,FIN,11037300.0,3,operating,0,16.0,2010.0
ScoopStake,Marketplaces,IND,100000.0,1,operating,0,12.0,2014.0
ScoopWhoop,Publishing,IND,4000000.0,1,operating,0,13.0,2013.0
Scoot & Doodle,Education,USA,2250000.0,1,operating,0,14.0,2012.0
Scoot Networks,Public Transportation,USA,4529658.0,4,operating,0,15.0,2011.0
Scooterino,Apps,Unknown,63228.0,1,operating,0,12.0,2014.0
ScootPad Corporation,Education,USA,1600000.0,2,operating,0,15.0,2011.0
Socialscope,Software,USA,1025000.0,2,operating,0,17.0,2009.0
Scopelec,Web Hosting,FRA,10980000.0,1,operating,0,53.0,1973.0
Scopely,FreetoPlay Gaming,USA,43700000.0,4,operating,0,15.0,2011.0
Scopio,Data Visualization,USA,135000.0,2,operating,0,11.0,2015.0
Scopis,Augmented Reality,Unknown,636213.0,2,operating,0,16.0,2010.0
Scopix,Analytics,USA,5642292.0,2,operating,0,20.0,2006.0
ScoreBeyond,EdTech,USA,2800000.0,1,operating,0,13.0,2013.0
"theScore, Inc.",Mobile,CAN,54338763.8005401,3,ipo,0,14.0,2012.0
Score The Board,Media,USA,10000.0,1,operating,0,13.0,2013.0
ScoreBig,E-Commerce,USA,56474999.0,6,operating,0,17.0,2009.0
Scorebird,Android,USA,500000.0,1,operating,0,12.0,2014.0
Scorechain,Financial Services,LUX,570000.0,1,operating,0,11.0,2015.0
ScoreFeeder,Sports,USA,25000.0,1,operating,0,16.0,2010.0
ScoreGrid,Soccer,ZAF,700000.0,1,operating,0,19.0,2007.0
Scoreoid,B2B,ISR,100000.0,3,operating,0,13.0,2013.0
ScoreStream,Mobile,USA,4051544.0,3,operating,0,14.0,2012.0
Scotrenewables Tidal Power,Manufacturing,GBR,12000000.0,1,operating,0,24.0,2002.0
Snibbe Studio,Apps,USA,100000.0,1,acquired,0,15.0,2011.0
Scottish & Newcastle PLC,Brewing,GBR,4200000.0,1,operating,0,277.0,1749.0
Scotty Gear,Fashion,USA,2500.0,1,operating,0,23.0,2003.0
Scoupon,Coupons,POL,30000.0,1,operating,0,14.0,2012.0
SCOUPY,Discounts,NLD,2590393.0,2,operating,0,15.0,2011.0
Scout,Security,USA,915000.0,3,operating,0,14.0,2012.0
Scout Analytics,Analytics,USA,2991652.0,3,acquired,0,18.0,2008.0
Scout.com,Games,USA,5000000.0,1,acquired,0,25.0,2001.0
Scout,Advertising,USA,45000.0,1,acquired,0,25.0,2001.0
Scout RFP,Enterprises,USA,2750000.0,1,operating,0,13.0,2013.0
Scoutee,Hardware + Software,Unknown,109480.0,2,operating,0,11.0,2015.0
Scoutmob,Coupons,USA,7755000.0,4,operating,0,16.0,2010.0
Scoville,Curated Web,GBR,400000.0,1,acquired,0,16.0,2010.0
